City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
234,Salvador,SV,2021-07-31 18:06:45,13.8333,-88.9167,87.04,57,18,2.48,few clouds
235,Takoradi,GH,2021-07-31 18:06:45,4.8845,-1.7554,77.92,81,74,9.33,broken clouds
236,Kavieng,PG,2021-07-31 18:06:46,-2.5744,150.7967,80.69,76,22,6.4,light rain
237,Camabatela,AO,2021-07-31 18:06:46,-8.1881,15.375,73.06,26,2,4.54,clear sky
238,Norman Wells,CA,2021-07-31 18:06:47,65.282,-126.8329,77.88,44,40,4.76,scattered clouds
239,Joshimath,IN,2021-07-31 18:06:47,30.5667,79.5667,72.01,92,97,1.01,overcast clouds
240,Sarangani,PH,2021-07-31 18:06:48,5.4033,125.4636,83.97,77,33,12.37,scattered clouds
241,Daru,PG,2021-07-31 18:06:48,-9.0763,143.2092,76.57,87,99,17.47,moderate rain
242,Alamos,MX,2021-07-31 18:06:48,27.0167,-108.9333,95.23,35,0,4.07,clear sky
243,Severobaykalsk,RU,2021-07-31 18:06:49,55.65,109.3167,50.43,88,49,0.89,scattered clouds
244,Yulara,AU,2021-07-31 18:06:49,-25.2406,130.9889,53.44,76,75,0.0,broken clouds
245,Xichang,CN,2021-07-31 18:06:50,27.8964,102.2634,61.65,82,21,1.79,few clouds
246,Ardakan,IR,2021-07-31 18:06:50,32.31,54.0175,92.05,16,26,10.13,scattered clouds
247,Kieta,PG,2021-07-31 18:06:50,-6.2167,155.6333,77.81,84,99,6.29,light rain
248,Truro,GB,2021-07-31 18:06:51,50.2653,-5.0544,66.54,94,75,12.66,broken clouds
249,Lodwar,KE,2021-07-31 18:06:51,3.1191,35.5973,86.79,37,100,4.05,overcast clouds
250,Zhezkazgan,KZ,2021-07-31 18:06:52,47.8043,67.7144,80.65,20,0,4.76,clear sky
251,Waipawa,NZ,2021-07-31 18:06:52,-41.4122,175.5153,43.43,92,54,3.27,broken clouds
252,Dzaoudzi,YT,2021-07-31 18:06:53,-12.7887,45.2699,75.09,78,0,10.36,clear sky
253,Saint George,US,2021-07-31 18:06:53,37.1041,-113.5841,92.53,38,63,4.0,broken clouds
254,Mar Del Plata,AR,2021-07-31 18:02:39,-38.0023,-57.5575,52.88,3,75,3.0,broken clouds
255,Miranda,CO,2021-07-31 18:06:54,3.2499,-76.2281,86.13,45,56,4.36,broken clouds
256,Chuy,UY,2021-07-31 18:06:54,-33.6971,-53.4616,56.86,65,0,5.99,clear sky
257,Cherskiy,RU,2021-07-31 18:06:55,68.75,161.3,41.9,92,100,14.54,light rain
258,Lufilufi,WS,2021-07-31 18:06:55,-13.8745,-171.5986,79.79,73,70,16.78,broken clouds
259,Rovaniemi,FI,2021-07-31 18:06:56,66.5,25.7167,62.01,67,0,4.61,clear sky
